LotArea,GarageArea,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,HalfBath,PredictedSalePrice
10890,0.0,1296.0,2592,6,2,0,178327.0
7223,352.0,1290.0,1422,3,1,0,152920.0
6821,240.0,651.0,1298,2,2,0,137044.0
4000,216.0,531.0,1098,2,1,0,96318.0
6720,228.0,585.0,1436,3,1,0,108935.0
7155,225.0,686.0,1461,3,1,0,115705.0
7230,264.0,851.0,1718,4,2,1,166000.0
13108,400.0,0.0,1226,2,1,1,118587.0
7810,231.0,930.0,1755,4,2,0,151659.0
6221,528.0,728.0,1355,3,2,0,150577.0
25485,580.0,1560.0,1560,3,1,1,230475.0
21579,552.0,1488.0,1488,3,2,0,216539.0
1782,462.0,516.0,1045,2,1,0,106700.0
17871,628.0,1680.0,1680,4,2,0,224882.0
3907,509.0,1004.0,1020,1,1,0,148040.0
20693,625.0,1696.0,1696,3,2,0,241951.0
18044,691.0,279.0,2726,2,2,1,256888.0
7000,720.0,720.0,1215,3,1,0,137738.0
7288,0.0,936.0,1601,3,2,0,139682.0
3672,100.0,816.0,816,2,1,0,87561.0
11067,256.0,0.0,845,1,1,0,79541.0
8250,0.0,957.0,1991,4,2,0,150417.0
6565,720.0,1073.0,1073,3,1,0,147567.0
6060,216.0,837.0,1001,2,1,0,109203.0
5568,495.0,1573.0,1625,2,2,0,216804.0
12150,486.0,1001.0,1299,2,2,0,178011.0
10000,650.0,1441.0,1392,3,2,0,201541.0
12864,576.0,1409.0,1409,1,1,1,223433.0
9928,506.0,1454.0,1478,3,2,0,196912.0
8750,360.0,852.0,918,3,1,0,106452.0
8410,528.0,970.0,1026,2,1,0,141273.0
4054,512.0,1501.0,1501,2,2,0,205889.0
19958,461.0,585.0,2279,4,2,1,211157.0
8368,433.0,1689.0,1689,3,2,0,213136.0
8298,502.0,1546.0,1564,2,2,0,216021.0
10331,528.0,1265.0,1240,3,2,0,176717.0
6718,471.0,1267.0,1312,2,2,0,184510.0
11305,692.0,1922.0,1922,2,2,0,270577.0
7777,571.0,1491.0,1491,3,2,0,201245.0
11800,452.0,1122.0,2486,5,3,1,245545.0
12633,932.0,1824.0,1824,3,2,0,266144.0
43500,1041.0,0.0,2034,2,1,0,223215.0
6710,460.0,920.0,936,0,0,1,151408.0
1504,253.0,546.0,1092,3,1,1,102828.0
1533,297.0,530.0,992,2,1,0,93121.0
1495,0.0,546.0,1092,3,1,1,85680.0
1890,286.0,546.0,1092,3,1,1,105536.0
9129,678.0,923.0,1008,1,1,0,161140.0
15957,528.0,1244.0,1356,3,2,0,188682.0
33983,672.0,1160.0,1676,3,1,1,232989.0
8286,531.0,716.0,1432,3,1,1,156576.0
6723,0.0,796.0,796,2,1,0,82449.0
27697,444.0,1396.0,1608,3,1,0,199428.0
11000,502.0,1090.0,1178,3,1,1,163427.0
11625,264.0,816.0,816,2,1,0,108403.0
10447,288.0,864.0,887,3,1,0,102618.0
11027,452.0,1178.0,1293,2,2,0,182982.0
10533,313.0,1008.0,1024,2,1,0,131127.0
11765,963.0,1617.0,1797,3,1,1,255066.0
39384,550.0,1705.0,1390,1,1,1,268116.0
11727,506.0,1851.0,1851,3,2,0,238977.0
8238,400.0,813.0,1525,3,2,1,176460.0
13041,423.0,781.0,1671,3,2,1,190007.0
9783,443.0,821.0,1776,3,2,1,194962.0
13128,527.0,1074.0,2064,4,2,1,220653.0
13751,773.0,1700.0,2212,3,2,1,289786.0
13108,618.0,2062.0,2687,4,2,1,309833.0
8076,402.0,1160.0,1169,3,2,0,156344.0
3701,461.0,1191.0,1204,2,2,0,170571.0
16023,670.0,1398.0,2798,3,3,1,320304.0
18062,758.0,1528.0,3390,5,3,1,342377.0
12292,675.0,1094.0,2473,4,2,1,252328.0
16052,736.0,1850.0,2698,4,2,1,311272.0
15922,660.0,1390.0,2795,4,3,1,306779.0
8147,517.0,1714.0,1714,2,2,0,233307.0
18261,722.0,1910.0,2000,3,2,1,291261.0
10464,582.0,988.0,1102,2,1,0,152381.0
10530,482.0,945.0,1857,4,2,1,196928.0
9927,596.0,1047.0,1083,2,1,0,154655.0
9512,541.0,960.0,2318,3,2,1,237013.0
10530,485.0,675.0,1875,3,3,0,196769.0
10000,462.0,1103.0,1103,3,2,0,156380.0
7200,576.0,864.0,874,3,1,0,117464.0
8773,543.0,1487.0,1419,2,2,0,208712.0
2760,440.0,525.0,1092,3,1,1,115968.0
2160,440.0,765.0,1365,3,1,1,141849.0
1890,264.0,494.0,1030,3,1,1,98128.0
1680,264.0,483.0,948,2,1,1,105132.0
1680,264.0,525.0,1092,3,1,1,102725.0
4043,440.0,1069.0,1069,2,2,0,156237.0
7514,300.0,943.0,1387,3,1,0,130323.0
2280,319.0,1055.0,1055,2,2,0,144433.0
2179,460.0,855.0,1456,3,2,1,171582.0
16387,831.0,1738.0,2589,4,2,1,306671.0
16163,880.0,1618.0,1618,2,2,0,257758.0
12228,874.0,1721.0,1740,4,2,0,239894.0
14780,1085.0,1868.0,1868,2,2,0,295855.0
13975,670.0,1090.0,2206,4,2,1,239706.0
9942,521.0,1606.0,2091,3,2,1,256886.0
12867,575.0,1209.0,2253,3,2,1,252593.0
10672,672.0,1054.0,2389,4,2,1,243668.0
11643,784.0,1524.0,2358,4,2,1,274608.0
13758,925.0,1792.0,1792,2,2,0,275892.0
14828,816.0,1780.0,1780,2,2,0,268575.0
13215,746.0,1420.0,1914,3,2,1,257336.0
5911,556.0,1560.0,1565,2,2,0,217520.0
7740,899.0,1686.0,1686,1,2,0,267943.0
6373,575.0,1666.0,1666,2,2,0,230091.0
10237,390.0,728.0,1456,3,2,1,170269.0
10237,440.0,738.0,1492,3,2,1,176069.0
11660,427.0,1326.0,1326,3,2,0,179147.0
11631,632.0,1052.0,2373,4,2,1,241183.0
9073,440.0,738.0,1492,3,2,1,174645.0
3087,437.0,1220.0,1364,2,2,0,178136.0
2938,398.0,1368.0,1511,2,2,0,190594.0
3072,388.0,1365.0,1548,2,2,0,191888.0
3010,440.0,1142.0,1142,2,2,0,162537.0
9171,433.0,848.0,1598,3,2,1,185476.0
8658,431.0,982.0,1889,3,2,1,206912.0
12104,617.0,1035.0,2322,4,3,1,256161.0
9660,885.0,1044.0,1976,3,2,1,246639.0
9545,768.0,1160.0,2234,3,2,1,258112.0
9233,774.0,1540.0,2855,4,2,1,298113.0
10019,725.0,1342.0,2726,4,2,1,278894.0
17242,959.0,1733.0,3500,4,3,1,383358.0
10236,803.0,1290.0,2494,4,2,1,269523.0
12585,704.0,1286.0,2799,3,2,1,293802.0
12447,760.0,1100.0,1964,3,2,1,243783.0
15218,928.0,1670.0,1670,2,2,1,284017.0
10936,510.0,1504.0,1504,3,2,0,202326.0
8640,584.0,1278.0,1278,2,2,0,193273.0
13162,792.0,2036.0,2640,3,3,1,349016.0
8125,615.0,858.0,1716,3,2,1,203280.0
7733,0.0,1142.0,1142,3,1,1,126152.0
11024,612.0,1400.0,1400,3,2,0,198567.0
13072,0.0,1131.0,1131,3,1,1,131546.0
7800,462.0,891.0,1686,3,2,1,192601.0
7632,449.0,784.0,1585,3,2,1,180746.0
8304,688.0,941.0,1837,3,2,1,219056.0
9370,462.0,836.0,1731,3,2,1,194120.0
7175,542.0,1398.0,1398,2,2,0,201068.0
7175,484.0,1217.0,1217,2,2,0,178386.0
9019,472.0,636.0,1320,3,2,1,162471.0
9100,624.0,988.0,988,3,1,0,135359.0
8927,528.0,0.0,1654,4,2,0,120686.0
9240,576.0,864.0,1211,2,1,0,149969.0
9308,310.0,984.0,984,3,1,0,113930.0
8450,294.0,882.0,909,3,1,0,102658.0
8638,484.0,925.0,925,2,1,0,130943.0
13052,308.0,1024.0,1024,3,1,1,141298.0
8020,0.0,912.0,912,3,1,0,83895.0
8789,288.0,912.0,941,3,1,0,105880.0
14330,550.0,1748.0,2646,3,2,0,282029.0
11025,888.0,1334.0,2826,3,2,1,308218.0
3628,588.0,1143.0,1143,1,1,1,185382.0
2544,480.0,600.0,1223,2,2,1,160288.0
2998,440.0,756.0,1524,2,2,1,181977.0
4447,496.0,530.0,1080,2,2,1,152582.0
8314,434.0,569.0,1694,3,2,1,175447.0
7180,564.0,1568.0,1568,3,2,0,208019.0
13110,501.0,1153.0,1193,2,2,0,182288.0
10140,477.0,1334.0,1334,3,2,0,181502.0
9600,504.0,1051.0,1051,3,1,0,134370.0
8640,530.0,900.0,1770,4,1,1,172002.0
9360,504.0,976.0,976,2,1,0,138466.0
8400,326.0,833.0,898,3,1,0,101699.0
9759,264.0,1051.0,1051,3,1,0,118308.0
9600,568.0,1141.0,1141,3,1,0,148031.0
8800,299.0,1187.0,1565,3,2,0,172593.0
10368,430.0,1008.0,1488,3,1,1,170040.0
9350,480.0,720.0,1440,4,1,1,142890.0
10800,286.0,1248.0,1248,3,1,0,141485.0
8550,240.0,816.0,816,2,1,0,103014.0
9724,273.0,938.0,1043,2,1,0,124888.0
9600,441.0,1251.0,1433,3,1,0,160465.0
10858,240.0,1444.0,1624,2,1,0,180441.0
9600,280.0,1056.0,1216,3,1,0,128189.0
9462,234.0,704.0,1728,3,1,1,152966.0
9888,240.0,936.0,936,2,1,0,117085.0
8917,506.0,1584.0,1584,4,2,0,195713.0
12700,441.0,1246.0,1246,3,1,0,154102.0
9723,430.0,1008.0,1008,2,1,0,137214.0
8400,331.0,1179.0,1364,3,1,1,163020.0
9610,488.0,1121.0,1336,3,1,1,170715.0
10000,300.0,1058.0,1370,3,1,0,138291.0
10152,353.0,1124.0,1124,3,1,0,132382.0
8092,286.0,1050.0,1050,3,1,0,117655.0
12778,280.0,1008.0,1008,2,1,0,130792.0
10170,400.0,216.0,1575,2,1,1,144415.0
7700,684.0,301.0,1145,3,1,0,111225.0
11050,319.0,1005.0,1005,2,1,0,131008.0
13600,300.0,1056.0,1056,3,1,1,144742.0
15428,270.0,884.0,884,2,1,0,120510.0
21299,791.0,929.0,2039,3,1,1,233049.0
13300,896.0,1015.0,1384,2,1,0,193424.0
22136,1008.0,2171.0,2640,5,2,1,338170.0
7500,649.0,784.0,1312,3,1,1,160697.0
10410,371.0,713.0,713,2,1,0,103492.0
10914,660.0,715.0,715,2,1,0,123892.0
7008,280.0,448.0,720,1,1,0,92272.0
7200,528.0,663.0,1595,3,2,0,161192.0
10818,648.0,1077.0,1760,4,1,1,191097.0
10184,294.0,1083.0,1146,3,1,0,127513.0
9510,264.0,1135.0,1207,3,1,1,149297.0
10800,418.0,1313.0,1773,3,2,0,200499.0
11650,484.0,0.0,1472,2,2,0,135721.0
18275,441.0,1438.0,2448,3,3,0,272262.0
12144,597.0,910.0,1521,3,1,1,180309.0
8544,400.0,0.0,1040,2,2,0,103351.0
8512,0.0,1556.0,1556,4,2,0,158042.0
7000,288.0,1150.0,1150,3,1,0,126815.0
7400,528.0,1045.0,1045,3,1,0,132682.0
7000,336.0,864.0,864,3,1,0,100433.0
7000,0.0,1025.0,1025,3,1,0,94356.0
9856,624.0,716.0,2014,5,2,0,171500.0
9600,240.0,1212.0,1668,3,1,0,157320.0
5520,162.0,1147.0,1657,4,1,0,131007.0
9600,400.0,780.0,1416,3,1,0,132929.0
6451,576.0,712.0,1428,4,1,0,126027.0
3960,200.0,502.0,1004,2,1,0,88738.0
7745,576.0,938.0,1951,4,2,0,185734.0
7741,280.0,1032.0,1032,2,1,0,127114.0
5633,216.0,844.0,844,2,1,0,100720.0
7200,528.0,576.0,864,2,1,0,111255.0
7614,216.0,738.0,1376,2,1,0,125949.0
6000,576.0,960.0,960,3,1,0,125413.0
6000,450.0,816.0,1566,5,1,1,136133.0
7830,200.0,492.0,492,1,1,0,78013.0
9576,378.0,770.0,1182,3,1,1,137287.0
5747,250.0,798.0,840,2,1,0,100620.0
6300,432.0,1226.0,2104,5,2,0,184742.0
5976,0.0,624.0,1248,2,2,0,115738.0
9750,624.0,960.0,960,3,1,0,133254.0
4761,0.0,1020.0,1020,2,1,0,103258.0
11737,240.0,848.0,1827,2,1,0,162078.0
6120,258.0,728.0,1162,3,1,0,102966.0
6120,180.0,741.0,1324,3,1,0,106920.0
11672,210.0,816.0,816,2,1,0,104803.0
33120,576.0,1595.0,2486,5,2,0,266241.0
10320,370.0,596.0,1430,3,2,0,142176.0
7518,390.0,396.0,1330,3,1,0,105698.0
9000,0.0,610.0,819,2,1,0,77032.0
7200,308.0,984.0,984,3,1,0,111215.0
12375,288.0,806.0,1422,3,1,0,130373.0
11136,576.0,1921.0,1921,4,2,0,238088.0
21370,394.0,0.0,1640,3,1,0,119280.0
8250,260.0,0.0,1032,2,1,0,74107.0
5220,180.0,830.0,879,2,1,0,98920.0
5500,246.0,1073.0,1073,2,2,0,145294.0
11327,528.0,1064.0,1064,3,1,0,139457.0
10366,336.0,912.0,934,2,1,0,122851.0
9000,286.0,1059.0,1059,3,1,0,119699.0
9535,512.0,1176.0,1458,3,1,1,181496.0
7176,616.0,960.0,1040,3,1,0,133798.0
9662,580.0,1967.0,1967,6,2,0,217001.0
8235,586.0,1949.0,1949,6,2,0,213796.0
17529,322.0,872.0,872,2,1,0,125360.0
20355,521.0,1865.0,1830,2,1,0,243333.0
13050,575.0,1000.0,1000,1,1,0,162438.0
10820,576.0,782.0,810,2,1,0,126512.0
1700,450.0,430.0,1700,2,2,1,173873.0
9375,504.0,967.0,1350,3,1,1,164452.0
6488,215.0,799.0,1150,3,1,0,103464.0
19950,795.0,672.0,2009,4,2,0,205103.0
19800,836.0,1836.0,3672,5,3,1,380323.0
11679,528.0,1776.0,1560,3,2,0,221199.0
12048,569.0,0.0,1488,3,1,0,111675.0
10519,288.0,1057.0,1057,3,1,0,121486.0
9525,305.0,1000.0,1609,5,1,1,142223.0
12128,506.0,868.0,2559,4,2,1,233787.0
9069,920.0,1344.0,1440,2,2,0,228480.0
11003,848.0,1308.0,1876,3,2,1,253853.0
7488,632.0,1208.0,1208,2,2,0,187861.0
13377,495.0,1836.0,1846,3,2,0,239227.0
11645,754.0,1570.0,1590,2,2,1,258556.0
10984,638.0,945.0,1809,3,2,1,217669.0
9316,576.0,1614.0,1614,3,2,0,216212.0
9316,610.0,784.0,1596,3,2,1,194295.0
12000,522.0,1388.0,1388,3,2,0,192422.0
13015,462.0,1100.0,1100,3,1,1,159559.0
12438,473.0,781.0,1499,3,2,1,183547.0
8685,591.0,1425.0,1425,3,2,0,196873.0
9272,515.0,842.0,1749,3,2,1,198847.0
13426,586.0,951.0,1779,3,2,1,215850.0
8340,317.0,675.0,1388,3,1,1,137740.0
10385,672.0,995.0,1282,3,2,0,175085.0
7200,297.0,864.0,864,3,1,0,98036.0
9930,591.0,826.0,1762,3,2,1,204679.0
9468,530.0,840.0,1755,3,2,1,200320.0
11088,418.0,1348.0,1358,1,1,1,204767.0
8726,529.0,872.0,1909,4,2,1,196960.0
10566,646.0,1090.0,2214,3,2,1,246493.0
21533,467.0,1065.0,2049,4,2,1,225625.0
11250,555.0,1054.0,1939,3,2,1,224779.0
11250,610.0,930.0,1995,4,2,1,213028.0
4435,420.0,848.0,848,1,1,0,125647.0
8810,545.0,1390.0,1390,3,2,0,190283.0
8581,578.0,851.0,1737,3,2,1,202089.0
8400,572.0,784.0,1611,3,2,1,191395.0
8772,502.0,1336.0,1336,3,2,0,181729.0
8777,528.0,676.0,1436,3,2,0,155360.0
7840,0.0,976.0,1012,4,2,0,99030.0
16133,360.0,1176.0,1176,2,1,0,157724.0
7162,616.0,796.0,1724,3,2,1,199452.0
8050,0.0,914.0,914,2,1,0,96300.0
11060,502.0,1150.0,2314,3,2,1,245679.0
3675,525.0,547.0,1072,2,1,0,116285.0
2522,380.0,970.0,1709,3,2,0,167031.0
6956,265.0,624.0,936,3,1,0,87226.0
7822,528.0,832.0,1338,3,2,0,156904.0
8707,288.0,1093.0,1669,4,1,1,160120.0
16012,609.0,954.0,1482,3,2,0,186219.0
8248,0.0,864.0,1414,3,1,0,108329.0
8088,216.0,498.0,498,1,1,0,80034.0
11388,275.0,616.0,1273,3,1,0,110770.0
10890,240.0,1058.0,1551,3,2,0,163879.0
6430,440.0,780.0,1340,3,1,0,127734.0
7000,312.0,624.0,1479,3,1,0,119221.0
4899,216.0,755.0,1510,3,1,0,118424.0
9399,288.0,818.0,1636,4,1,1,145289.0
10164,240.0,992.0,1465,3,2,0,155092.0
6191,240.0,824.0,1288,4,1,0,101209.0
21780,318.0,817.0,1550,3,1,1,170028.0
12400,410.0,901.0,1717,2,1,1,190040.0
8170,451.0,1022.0,1671,4,2,0,167213.0
12320,579.0,637.0,1609,3,1,1,170137.0
14210,365.0,697.0,1801,3,1,1,171162.0
15600,342.0,1168.0,2315,4,2,0,210425.0
7288,215.0,976.0,976,2,1,0,116355.0
7000,506.0,861.0,1285,3,1,0,134092.0
8534,0.0,432.0,672,2,1,0,59661.0
7030,272.0,641.0,641,2,1,0,85189.0
9060,384.0,967.0,1638,4,2,0,159231.0
12366,0.0,0.0,729,2,1,0,45486.0
9000,0.0,660.0,1396,4,2,0,104779.0
8520,0.0,216.0,936,2,1,0,62683.0
5748,495.0,1573.0,1778,2,2,0,225128.0
3842,525.0,1594.0,1646,2,2,0,218900.0
23580,576.0,1625.0,1625,3,2,0,234808.0
8385,616.0,1664.0,1664,4,2,0,210802.0
9116,490.0,1491.0,1491,3,2,0,197397.0
11080,528.0,1128.0,1210,3,2,0,169106.0
50102,518.0,1632.0,1650,2,1,0,258200.0
8098,470.0,1381.0,1403,2,2,0,196725.0
13618,714.0,1728.0,1960,3,2,0,254923.0
11577,682.0,1838.0,1838,3,2,0,249368.0
31250,270.0,0.0,1600,3,1,1,139630.0
7020,784.0,1288.0,1368,2,2,0,210110.0
2665,336.0,264.0,1304,3,1,1,106814.0
10172,288.0,864.0,874,3,1,0,101593.0
11836,928.0,1652.0,1652,4,2,0,234916.0
1470,0.0,630.0,630,1,1,0,70981.0
1484,253.0,546.0,1092,3,1,1,102804.0
13384,336.0,1104.0,1360,3,1,0,146671.0
1533,286.0,546.0,1092,3,1,1,105099.0
1526,0.0,546.0,1092,3,1,1,85718.0
1936,0.0,546.0,1092,3,1,1,86220.0
1894,286.0,546.0,1092,3,1,1,105541.0
20000,576.0,1224.0,1224,4,1,0,157740.0
10441,0.0,912.0,970,3,1,0,89930.0
9627,650.0,996.0,2000,3,2,1,229520.0
