,LotArea,GarageArea,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,HalfBath,SalePrice
1401,7415,398,839,1593,3,2,1,193000
1402,6762,662,1286,1294,2,2,0,193879
1403,15256,754,1485,1464,3,2,0,282922
1404,10410,936,672,1214,3,1,0,105000
1405,3842,482,1594,1646,2,2,0,275000
1406,8445,396,768,768,2,1,0,133000
1407,8780,0,833,833,3,1,0,112000
1408,7740,528,622,1363,3,1,0,125500
1409,20544,542,791,2093,3,2,1,215000
1410,12420,622,944,1840,3,2,1,230000
1411,9600,271,856,1668,3,1,1,140000
1412,7200,420,0,1040,2,2,0,90000
1413,10994,620,1844,1844,2,2,0,257000
1414,13053,370,833,1848,4,1,1,207000
1415,3635,660,1386,1569,1,2,0,175900
1416,11340,560,777,2290,4,2,0,122500
1418,9204,336,1144,1144,3,1,1,124000
1419,16381,540,1844,1844,3,2,0,223000
1420,11700,776,708,1416,3,2,1,179900
1421,4043,440,1069,1069,2,2,0,127500
1422,4435,420,848,848,1,1,0,136500
1423,19690,432,697,2201,4,2,0,274970
1424,9503,484,1024,1344,2,1,0,144000
1425,10721,528,1252,1252,3,1,0,142000
1426,10944,525,1223,2127,3,2,1,271000
1427,10930,288,913,1558,3,1,1,140000
1428,7200,240,788,804,2,1,0,119000
1429,12546,467,1440,1440,3,2,0,182900
1430,21930,372,732,1838,4,2,1,192140
1431,4928,440,958,958,2,2,0,143750
1432,10800,216,656,968,4,2,0,64500
1433,10261,451,936,1792,3,2,1,186500
1434,17400,484,1126,1126,3,2,0,160000
1435,8400,462,1319,1537,3,1,1,174000
1436,9000,528,864,864,3,1,0,120500
1438,7407,923,912,1236,2,1,0,149700
1439,11584,550,539,1725,3,2,1,197000
1440,11526,672,588,2555,3,2,0,191000
1441,4426,420,848,848,1,1,0,149300
1442,11003,812,1017,2007,3,2,1,310000
1443,8854,192,952,952,2,1,0,121000
1444,8500,626,1422,1422,3,2,0,179600
1445,8400,240,814,913,3,1,0,129000
1446,26142,312,1188,1188,3,1,0,157900
1447,10000,556,1220,2090,3,2,1,240000
1448,11767,384,560,1346,2,1,1,112000
1449,1533,0,630,630,1,1,0,92000
1451,9262,840,1573,1578,3,2,0,287090
1452,3675,525,547,1072,2,1,0,145000
1453,17217,0,1140,1140,3,1,0,84500
1454,7500,400,1221,1221,2,2,0,185000
1455,7917,460,953,1647,3,2,1,175000
1456,13175,500,1542,2073,3,2,0,210000
1457,9042,252,1152,2340,4,2,0,266500
1458,9717,240,1078,1078,2,1,0,142125
1459,9937,276,1256,1256,3,1,1,147500
